"Incident Case Id","Date","Clearance Code Inc Type","PGPD Reporting Area","PGPD Sector","PGPD BEAT","Street Number","Street Name","Latitude","Longitude","Location"
"PP24080500000919","08/05/2024","ACCIDENT WITH IMPOUND","754","F","F7","15800 BLOCK","ROBERT CRAIN HWY","38.67766997218","-76.87449702621","(38.67766997218132,-76.87449702620506)"
"PP24080500000995","08/05/2024","THEFT FROM AUTO","858","TRU","E2","9600 BLOCK","LOTTSFORD RD WB","38.91126531363","-76.84004828334","(38.911265313625336,-76.84004828333855)"
"PP24080500001006","08/05/2024","ACCIDENT","610","J","J4","8300 BLOCK","OXON HILL RD","38.77576689422","-77.00474610925","(38.775766894221306,-77.00474610924721)"
"PP24080500001129","08/05/2024","ACCIDENT","407","G","G7","9200 BLOCK","ALAKING CT","38.87025488913","-76.8482503593","(38.87025488913059,-76.8482503592968)"
"PP24080500001165","08/05/2024","ACCIDENT","307","G","G6","7500 BLOCK","LANDOVER RD EB","38.92635715008","-76.88663610816","(38.92635715007782,-76.88663610816002)"
"PP24080500001190","08/05/2024","ROBBERY, VEHICLE","505","K","K1","4300 BLOCK","23RD PKWY SB","38.83022873104","-76.95750211179","(38.830228731036186,-76.95750211179256)"
"PP24080500001203","08/05/2024","ACCIDENT WITH IMPOUND","842","D","D6",,"MARTIN LUTHER KING JUNIOR HWY EB / LOTTSFORD VISTA RD","38.95555655658","-76.82922153175","(38.95555655658245,-76.82922153174877)"
"PP24080500001241","08/05/2024","ACCIDENT WITH IMPOUND","916","C","C4","9500 BLOCK","MUIRKIRK RD","39.06152747571","-76.84168869257","(39.06152747571468,-76.84168869256973)"
"PP24080500001248","08/05/2024","ACCIDENT","521","J","J3",,"INDIAN HEAD HWY SB / CAP BELT OL A HWY NB","38.80266973376","-76.99916869402","(38.80266973376274,-76.99916869401932)"
"PP24080500001284","08/05/2024","ROBBERY, VEHICLE","801","C","C4","12000 BLOCK","LAUREL BOWIE RD NB","39.05595006049","-76.83709552884","(39.05595006048679,-76.83709552884102)"
"PP24080500001471","08/05/2024","THEFT","858","E","E2","800 BLOCK","LARGO CENTER DR","38.90142281353","-76.83676744998","(38.90142281353474,-76.83676744997501)"
"PP24080500001481","08/05/2024","THEFT","261","G","G5","3900 BLOCK","GARDEN CITY DR","38.94538597763","-76.87318469584","(38.94538597762585,-76.87318469583988)"
"PP24080500001505","08/05/2024","ASSAULT","308","G","G6","7500 BLOCK","MARTIN LUTHER KING JUNIOR HWY WB","38.92242014408","-76.87777785957","(38.922420144081116,-76.8777778595686)"
"PP24080500001670","08/05/2024","ACCIDENT","825","D","D1","8100 BLOCK","GOOD LUCK RD","38.98311555386","-76.86498260498","(38.983115553855896,-76.86498260498047)"
"PP24080500001676","08/05/2024","ACCIDENT WITH IMPOUND","169","B","B7","4700 BLOCK","CHERRY HILL RD WB","39.01625198126","-76.92961503565","(39.01625198125839,-76.92961503565311)"
"PP24080500001743","08/05/2024","B & E, COMMERCIAL","503","K","K2","3800 BLOCK","BRANCH AVE SB","38.83908697963","-76.9486438632","(38.83908697962761,-76.94864386320114)"
"PP24080500001812","08/05/2024","AUTO, STOLEN","419","H","H5","4400 BLOCK","SUITLAND RD","38.85221031308","-76.93322394788","(38.85221031308174,-76.93322394788265)"
"PP24080500001830","08/05/2024","THEFT FROM AUTO","424","H","H6","6500 BLOCK","PENNSYLVANIA AVE EB","38.84597672522","-76.89451010525","(38.84597672522068,-76.89451010525227)"
"PP24080500001870","08/05/2024","THEFT FROM AUTO","611","J","J5","900 BLOCK","FOREST DR S","38.78889022768","-76.99424745142","(38.78889022767544,-76.9942474514246)"
"PP24080500001915","08/05/2024","ASSAULT","622","F","F1","7500 BLOCK","ALLENTOWN RD","38.78692172468","-76.93814519048","(38.786921724677086,-76.93814519047737)"
"PP24080500001921","08/05/2024","ACCIDENT","622","F","F1","7500 BLOCK","ALLENTOWN RD","38.78724980354","-76.93880136311","(38.78724980354309,-76.93880136311054)"
"PP24080500001951","08/05/2024","ACCIDENT","308","G","G6","7400 BLOCK","GRAYRIDGE LN","38.92373247445","-76.8784340322","(38.9237324744463,-76.87843403220177)"
"PP24080500001997","08/05/2024","ASSAULT","104","A","A7","9100 BLOCK","RIGGS RD","39.0041128993","-76.97029736638","(39.004112899303436,-76.97029736638069)"
"PP24080500002036","08/05/2024","ROBBERY, OTHER","516","J","J1","900 BLOCK","MARCY AVE","38.81710539758","-76.99391935766","(38.817105397582054,-76.99391935765743)"
"PP24080500002064","08/05/2024","ROBBERY, OTHER","131","A","A2","5700 BLOCK","CYPRESS CREEK DR WB","38.95916548371","-76.98112411797","(38.95916548371315,-76.98112411797047)"
"PP24080500002091","08/05/2024","B & E, RESIDENTIAL","424","H","H6","3300 BLOCK","WALTERS LN","38.84400822222","-76.89221352339","(38.84400822222233,-76.89221352338791)"
"PP24080500002100","08/05/2024","THEFT FROM AUTO","605","K","K6","5800 BLOCK","FISHER RD","38.80824714899","-76.95586170256","(38.80824714899063,-76.95586170256138)"
"PP24080600000012","08/06/2024","ACCIDENT","648","W","W2",,"INDIAN HEAD HWY SB / FARMINGTON RD","38.68488781154","-76.99588786066","(38.68488781154156,-76.99588786065578)"
"PP24080600000050","08/06/2024","AUTO, STOLEN","111","A","A6","8100 BLOCK","20T AVE","38.98770873249","-76.97029736638","(38.98770873248577,-76.97029736638069)"
"PP24080600000316","08/06/2024","THEFT","110","A","A4","8100 BLOCK","NEW HAMPSHIRE AVE NB","38.99262997508","-76.98637343943","(38.99262997508049,-76.98637343943119)"
"PP24080600000325","08/06/2024","THEFT","827","D","D2","9800 BLOCK","GOOD LUCK RD EB","38.98902106285","-76.83643935621","(38.98902106285095,-76.83643935620785)"
"PP24080600000349","08/06/2024","THEFT FROM AUTO","226","B","B5","6300 BLOCK","67TH CT","38.96539905667","-76.90205602348","(38.96539905667305,-76.90205602347851)"
"PP24080600000382","08/06/2024","ACCIDENT WITH IMPOUND","246","B","B1","3800 BLOCK","THORNWOOD RD","38.93816813827","-76.89385394752","(38.93816813826561,-76.89385394752026)"
"PP24080600000398","08/06/2024","THEFT FROM AUTO","135","A","A2","2400 BLOCK","QUEENS CHAPEL RD SB","38.94768255949","-76.97226586938","(38.947682559490204,-76.97226586937904)"
"PP24080600000408","08/06/2024","THEFT FROM AUTO","107","A","A7","8300 BLOCK","14TH AVE","38.99427039921","-76.9837487787","(38.99427039921284,-76.98374877870083)"
"PP24080600000410","08/06/2024","AUTO, STOLEN","923","C","C2","3200 BLOCK","FULLERTON ST","39.05726239085","-76.93683286011","(39.057262390851974,-76.93683286011219)"
"PP24080600000448","08/06/2024","AUTO, STOLEN","504","K","K1","2200 BLOCK","ANVIL LN","38.83974313736","-76.96800078452","(38.83974313735962,-76.96800078451633)"
"PP24080600000449","08/06/2024","ACCIDENT","736","F","F3",,"SURRATTS RD EB / BRANCH AVE NB","38.75050447881","-76.8794182837","(38.75050447881222,-76.87941828370094)"
"PP24080600000471","08/06/2024","THEFT FROM AUTO","107","A","A7","1900 BLOCK","QUEBEC ST","38.99623888731","-76.97587478161","(38.99623888731003,-76.97587478160858)"
"PP24080600000556","08/06/2024","AUTO, STOLEN","626","W","W1","12200 BLOCK","FORT WASHINGTON RD","38.72491396964","-77.00507420301","(38.72491396963596,-77.00507420301437)"
"PP24080600000598","08/06/2024","THEFT","859","E","E2","11400 BLOCK","LAKE ARBOR WAY","38.8987981379","-76.80789610744","(38.89879813790321,-76.80789610743523)"
"PP24080600000602","08/06/2024","ACCIDENT","893","D","D2",,"HIGH BRIDGE RD / CHESTNUT AVE","38.99394230545","-76.77475969493","(38.99394230544567,-76.77475969493389)"
"PP24080600000628","08/06/2024","THEFT","236","B","B4",,"VETERANS PKWY NB / RIVERDALE RD EB","38.96343055367","-76.90008753538","(38.9634305536747,-76.90008753538132)"
"PP24080600000653","08/06/2024","THEFT FROM AUTO","704","E","E5","15800 BLOCK","QUEENS CT","38.87484806776","-76.73407736421","(38.87484806776047,-76.73407736420631)"
"PP24080600000815","08/06/2024","THEFT","507","K","K3","2600 BLOCK","IVERSON ST EB","38.83679039776","-76.9515966177","(38.83679039776325,-76.95159661769867)"
"PP24080600000924","08/06/2024","B & E, COMMERCIAL","135","A","A2","5800 BLOCK","EASTERN AVE","38.96277439594","-76.99851253629","(38.96277439594269,-76.99851253628731)"
"PP24080600000989","08/06/2024","ASSAULT, WEAPON","615","K","K6","2900 BLOCK","BRINKLEY RD","38.80496631563","-76.95848636329","(38.8049663156271,-76.95848636329174)"
"PP24080600001023","08/06/2024","THEFT","214","B","B6","8300 BLOCK","BALTIMORE AVE NB","38.99262997508","-76.93256777525","(38.99262997508049,-76.93256777524948)"
"PP24080600001037","08/06/2024","ACCIDENT WITH IMPOUND","416","H","H2",,"PENNSYLVANIA AVE WB / BROOKS DR SB","38.86041238904","-76.91878828406","(38.86041238903999,-76.91878828406334)"
"PP24080600001091","08/06/2024","ACCIDENT","505","K","K1",,"ST BARNABAS RD / WHEELER RD","38.81546497345","-76.96275144815","(38.81546497344971,-76.96275144815445)"
"PP24080600001128","08/06/2024","AUTO, STOLEN","504","K","K1","4000 BLOCK","23RD PKWY SB","38.83482189476","-76.96209527552","(38.8348218947649,-76.96209527552128)"
"PP24080600001171","08/06/2024","THEFT FROM AUTO","108","A","A6","2500 BLOCK","PAWNEE ST","38.99328614771","-76.96340760589","(38.99328614771366,-76.96340760588646)"
"PP24080600001207","08/06/2024","ROBBERY, COMMERCIAL","441","H","H2","2100 BLOCK","BROOKS DR NB","38.86041238904","-76.91714785993","(38.86041238903999,-76.91714785993099)"
"PP24080600001250","08/06/2024","AUTO, STOLEN","405","H","H3","6500 BLOCK","RONALD RD","38.87353572249","-76.89352586865","(38.873535722494125,-76.89352586865425)"
"PP24080600001268","08/06/2024","THEFT FROM AUTO","175","A","A5","6700 BLOCK","BELCREST RD","38.97130456567","-76.95389319956","(38.971304565668106,-76.95389319956303)"
"PP24080600001356","08/06/2024","THEFT","415","H","H2","4700 BLOCK","MARLBORO PIKE EB","38.87255147099","-76.93158352375","(38.87255147099495,-76.9315835237503)"
"PP24080600001398","08/06/2024","THEFT","104","A","A7","9100 BLOCK","RIGGS RD","39.0041128993","-76.96996927261","(39.004112899303436,-76.96996927261353)"
"PP24080600001462","08/06/2024","ROBBERY, VEHICLE","605","K","K6","5800 BLOCK","FISHER RD","38.80824714899","-76.95586170256","(38.80824714899063,-76.95586170256138)"
"PP24080600001471","08/06/2024","ACCIDENT","733","F","F5",,"WILLIAM BEANES RD / MARLBORO PIKE","38.80955947936","-76.81642627716","(38.80955947935581,-76.81642627716064)"
"PP24080600001506","08/06/2024","ASSAULT","827","D","D2","10600 BLOCK","GREENBELT RD EB","38.98803681135","-76.82134753466","(38.988036811351776,-76.82134753465652)"
"PP24080600001532","08/06/2024","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD","38.79479572177","-77.00080911815","(38.79479572176933,-77.00080911815166)"
"PP24080600002035","08/06/2024","ACCIDENT","424","H","H6","3300 BLOCK","WALTERS LN","38.84433631599","-76.89188544452","(38.844336315989494,-76.8918854445219)"
"PP24080600002206","08/06/2024","AUTO, STOLEN","408","H","H1","4800 BLOCK","FABLE ST","38.87812890112","-76.92305336893","(38.878128901124,-76.92305336892605)"
"PP24080600002225","08/06/2024","ACCIDENT WITH IMPOUND","317","G","G5",,"LANDOVER RD EB / CAP BELT IL A HWY SB","38.91717080772","-76.85185927153","(38.91717080771923,-76.85185927152634)"
"PP24080600000193","08/06/2024","AUTO, STOLEN","886","D","D1","8400 BLOCK","GREENBELT RD EB","38.99131764472","-76.85940518975","(38.99131764471531,-76.85940518975258)"
"PP24080600000266","08/06/2024","B & E, OTHER","113","A","A3","7400 BLOCK","RIGGS RD SB","38.98278747499","-76.9798117727","(38.98278747498989,-76.97981177270412)"
"PP24080600000299","08/06/2024","AUTO, STOLEN","505","K","K1","4400 BLOCK","23RD PKWY SB","38.82826022804","-76.95848636329","(38.828260228037834,-76.95848636329174)"
"PP24080600000313","08/06/2024","ACCIDENT","744","F","F6","12600 BLOCK","CROOM RD","38.71638381481","-76.74752877653","(38.71638381481171,-76.74752877652645)"
"PP24080600000342","08/06/2024","AUTO, STOLEN","104","A","A7","200 BLOCK","SOUTHAMPTON DR","39.00476905704","-76.98145219684","(39.004769057035446,-76.98145219683647)"
"PP24080600000353","08/06/2024","ACCIDENT","110","A","A4",,"15TH AVE / KANAWHA ST","38.98770873249","-76.98112411797","(38.98770873248577,-76.98112411797047)"
"PP24080600000357","08/06/2024","AUTO, STOLEN","720","H","H7","9500 BLOCK","SYCAMORE GRV","38.8276040554","-76.84398527443","(38.82760405540466,-76.84398527443409)"
"PP24080600000487","08/06/2024","ACCIDENT","603","J","J5","600 BLOCK","CARSON AVE","38.79512381554","-76.99720019102","(38.7951238155365,-76.99720019102097)"
"PP24080600000491","08/06/2024","B & E, COMMERCIAL","431","K","K3","4000 BLOCK","SILVER HILL RD NB","38.84105548263","-76.93880136311","(38.84105548262596,-76.93880136311054)"
"PP24080600000522","08/06/2024","THEFT","118","A","A6","2500 BLOCK","AMHERST RD","38.9719607234","-76.96668843925","(38.971960723400116,-76.96668843924999)"
"PP24080600000536","08/06/2024","ACCIDENT","307","G","G6","6800 BLOCK","WEST FOREST RD","38.92406055331","-76.88827653229","(38.9240605533123,-76.88827653229237)"
"PP24080600000565","08/06/2024","AUTO, STOLEN","175","A","A5","3400 BLOCK","TOLEDO TER","38.9709764719","-76.95947061479","(38.97097647190094,-76.95947061479092)"
"PP24080600000614","08/06/2024","THEFT FROM AUTO","113","A","A3","1400 BLOCK","UNIVERSITY BLVD EB","38.98639638722","-76.98440495133","(38.98639638721943,-76.984404951334)"
"PP24080600000624","08/06/2024","THEFT FROM AUTO","124","A","A3",,"RED TOP RD / FAIRVIEW AVE","38.97327305377","-76.99063852429","(38.9732730537653,-76.9906385242939)"
"PP24080600000850","08/06/2024","THEFT","604","J","J6","6100 BLOCK","OXON HILL RD NB","38.80299781263","-76.9798117727","(38.802997812628746,-76.97981177270412)"
"PP24080600000895","08/06/2024","AUTO, STOLEN","431","K","K3","4100 BLOCK","SILVER PARK TER","38.83613422513","-76.93453627825","(38.83613422513008,-76.93453627824783)"
"PP24080600001000","08/06/2024","THEFT FROM AUTO","924","C","C3","4900 BLOCK","LINCOLN AVE","39.0461075604","-76.90599302948","(39.046107560396194,-76.90599302947521)"
"PP24080600001009","08/06/2024","ROBBERY, OTHER","415","H","H2","4700 BLOCK","PARD RD","38.87091106176","-76.92764653265","(38.87091106176376,-76.92764653265476)"
"PP24080600001017","08/06/2024","THEFT FROM AUTO","424","H","H6","6100 BLOCK","SURREY SQUARE LN","38.84663289785","-76.90205602348","(38.84663289785385,-76.90205602347851)"
"PP24080600001036","08/06/2024","AUTO, STOLEN","651","W","W3","1600 BLOCK","CATHERINE FRAN DR","38.63469105959","-77.03624211252","(38.634691059589386,-77.03624211251736)"
"PP24080600001107","08/06/2024","AUTO, STOLEN","609","J","J4","900 BLOCK","JESSICA DR","38.7672367245","-77.02410303056","(38.76723672449589,-77.0241030305624)"
"PP24080600001154","08/06/2024","THEFT FROM AUTO","255","B","B2","2900 BLOCK","52ND AVE","38.92668522894","-76.93059927225","(38.926685228943825,-76.93059927225113)"
"PP24080600001232","08/06/2024","AUTO, STOLEN","501","K","K2","2500 BLOCK","SOUTHERN AVE","38.84564864635","-76.96996927261","(38.845648646354675,-76.96996927261353)"
"PP24080600001244","08/06/2024","HOMICIDE","439","K","K4","4300 BLOCK","RIDGECREST DR","38.83186914027","-76.89844711125","(38.83186914026737,-76.89844711124897)"
"PP24080600001296","08/06/2024","ACCIDENT","629","W","W4","11100 BLOCK","PISCATAWAY RD","38.73672497272","-76.94273836911","(38.736724972724915,-76.94273836910725)"
"PP24080600001405","08/06/2024","ACCIDENT","618","F","F1","6300 BLOCK","ALLENTOWN RD NB","38.80266973376","-76.90730535984","(38.80266973376274,-76.9073053598404)"
"PP24080600001457","08/06/2024","THEFT","711","E","E5","2500 BLOCK","LAKE FOREST DR","38.85581922531","-76.7409671098","(38.85581922531128,-76.74096710979939)"
"PP24080600001534","08/06/2024","AUTO, STOLEN & RECOVERED","858","E","E2","8100 BLOCK","PICARD LN","38.9007666409","-76.83972018957","(38.900766640901566,-76.83972018957138)"
"PP24080600001537","08/06/2024","AUTO, STOLEN","517","J","J3","2200 BLOCK","ALICE AVE","38.81119988859","-76.96996927261","(38.811199888587,-76.96996927261353)"
"PP24080600001618","08/06/2024","THEFT","624","F","F2","8700 BLOCK","BRANCH AVE SB","38.76920522749","-76.88926078379","(38.76920522749424,-76.88926078379154)"
"PP24080600001697","08/06/2024","AUTO, STOLEN & RECOVERED","651","W","W3","1200 BLOCK","BOHAC LN","38.64092464745","-77.03066469729","(38.64092464745045,-77.03066469728947)"
"PP24080600001701","08/06/2024","AUTO, STOLEN","308","G","G6","2100 BLOCK","ORCHARD PL","38.91881123185","-76.88204294443","(38.91881123185158,-76.8820429444313)"
"PP24080600001839","08/06/2024","THEFT","711","E","E5","15100 BLOCK","BUCK LN","38.82465131581","-76.74424794316","(38.824651315808296,-76.74424794316292)"
"PP24080600001856","08/06/2024","AUTO, STOLEN","651","W","W3","1200 BLOCK","BOHAC LN","38.64092464745","-77.03197702765","(38.64092464745045,-77.03197702765465)"
"PP24080600001872","08/06/2024","THEFT","657","J","J41","6800 BLOCK","OXON HILL RD#747","38.79479572177","-77.00179336965","(38.79479572176933,-77.00179336965084)"
"PP24080600002221","08/06/2024","ACCIDENT","278","B","B12","6200 BLOCK","ANNAPOLIS RD EB","38.93816813827","-76.9105861932","(38.93816813826561,-76.91058619320393)"
"PP24080700000221","08/07/2024","THEFT","801","C","C4","12000 BLOCK","LAUREL BOWIE RD NB","39.05595006049","-76.83709552884","(39.05595006048679,-76.83709552884102)"
"PP24080700000270","08/07/2024","ROBBERY, COMMERCIAL","440","H","H7","3300 BLOCK","FORESTVILLE RD NB","38.84335206449","-76.87351277471","(38.84335206449032,-76.87351277470589)"
"PP24080700000288","08/07/2024","ACCIDENT","243","B","B2","3900 BLOCK","53RD PL","38.9378400594","-76.92830269039","(38.937840059399605,-76.92830269038677)"
"PP24080700000349","08/07/2024","AUTO, STOLEN","408","H","H1","900 BLOCK","GLACIER AVE","38.87714464962","-76.92305336893","(38.877144649624825,-76.92305336892605)"
"PP24080700000427","08/07/2024","AUTO, STOLEN","517","J","J3","900 BLOCK","MARCY AVE","38.81710539758","-76.99391935766","(38.817105397582054,-76.99391935765743)"
"PP24080700000554","08/07/2024","ACCIDENT WITH IMPOUND","517","J","J3",,"SAINT BARNABAS RD NB / VIRGINIA LN","38.81087180972","-76.96767269075","(38.81087180972099,-76.96767269074917)"
"PP24080700000678","08/07/2024","AUTO, STOLEN","715","TRU","E4","10900 BLOCK","MARY DIGGES PL","38.81677730381","-76.81806670129","(38.81677730381489,-76.81806670129299)"
"PP24080700000709","08/07/2024","ACCIDENT WITH IMPOUND","886","D","D1",,"CIPRIANO RD / EB GREENBELT RD OFRP CIPRIANO RD","38.99098956585","-76.85546819866","(38.990989565849304,-76.85546819865704)"
"PP24080700000775","08/07/2024","THEFT FROM AUTO","701","E","E3","10 BLOCK","CABLE HOLLOW WAY","38.89584539831","-76.83381469548","(38.89584539830685,-76.83381469547749)"
"PP24080700000927","08/07/2024","THEFT","655","W","W4","12800 BLOCK","OLD FORT RD","38.71343106031","-76.98834194243","(38.71343106031418,-76.98834194242954)"
"PP24080700000964","08/07/2024","THEFT FROM AUTO","642","W","W6","16300 BLOCK","CRAIN HWY SW","38.66618706286","-76.8754812777","(38.666187062859535,-76.87548127770424)"
"PP24080700001071","08/07/2024","AUTO, STOLEN","642","W","W6","16300 BLOCK","ROBERT CRAIN HWY","38.66520281136","-76.87580935657","(38.66520281136036,-76.87580935657024)"
"PP24080700001113","08/07/2024","THEFT","713","E","E5","4000 BLOCK","TERRYTOWN CT","38.8335095644","-76.70815877616","(38.83350956439972,-76.70815877616405)"
"PP24080700001257","08/07/2024","ACCIDENT WITH IMPOUND","441","H","H2",,"PENNSYLVANIA AVE WB / SILVER HILL RD SB","38.85319456458","-76.91025811434","(38.85319456458092,-76.91025811433792)"
"PP24080700001289","08/07/2024","ACCIDENT WITH IMPOUND","904","C","C5",,"LAUREL BOWIE RD SB / CHERRY LN EB","39.08514948189","-76.8472661078","(39.085149481892586,-76.84726610779762)"
"PP24080700001297","08/07/2024","THEFT","940","C","C1","10900 BLOCK","BALTIMORE AVE NB","39.03232805431","-76.90796153247","(39.03232805430889,-76.90796153247356)"
"PP24080700001306","08/07/2024","ACCIDENT","508","K","K3","4300 BLOCK","SAINT BARNABAS RD SB","38.83088488877","-76.94175411761","(38.830884888768196,-76.94175411760807)"
"PP24080700001515","08/07/2024","AUTO, STOLEN","615","K","K6","2900 BLOCK","BRINKLEY RD","38.80496631563","-76.95848636329","(38.8049663156271,-76.95848636329174)"
"PP24080700001689","08/07/2024","ACCIDENT","621","W","J6",,,"38.75575381517","-76.99260702729","(38.7557538151741,-76.99260702729225)"
"PP24080700001774","08/07/2024","ACCIDENT","135","A","A2","1200 BLOCK","CHILLUM RD EB","38.96047781408","-76.99162277579","(38.96047781407833,-76.99162277579308)"
"PP24080700001832","08/07/2024","THEFT","754","F","F7","15900 BLOCK","CRAIN HWY SW","38.67242065072","-76.87252852321","(38.672420650720596,-76.87252852320671)"
"PP24080700001843","08/07/2024","B & E, RESIDENTIAL","427","H","H5","3800 BLOCK","REGENCY PKWY","38.83711847663","-76.9125546962","(38.83711847662926,-76.91255469620228)"
"PP24080700001903","08/07/2024","ACCIDENT","423","H","H4","2300 BLOCK","BROOKS DR NB","38.85910005867","-76.91977253556","(38.85910005867481,-76.91977253556252)"
"PP24080700002068","08/07/2024","ACCIDENT WITH IMPOUND","742","F","F5","7900 BLOCK","SURRATTS RD","38.74263048172","-76.86924768984","(38.74263048171997,-76.86924768984318)"
"PP24080700002169","08/07/2024","THEFT","733","F","F5","7700 BLOCK","CRAIN HWY SE","38.78396897018","-76.79477277398","(38.78396897017956,-76.7947727739811)"
"PP24080700002293","08/07/2024","ROBBERY, COMMERCIAL","631","F","F4","9700 BLOCK","BRANDYWINE RD","38.75608189404","-76.89549435675","(38.75608189404011,-76.89549435675144)"
"PP24080700000080","08/07/2024","ROBBERY, VEHICLE","701","E","E3","800 BLOCK","FALCON DR","38.87780080736","-76.81970711052","(38.877800807356834,-76.81970711052418)"
"PP24080700000241","08/07/2024","ROBBERY, COMMERCIAL","429","K","K2","3700 BLOCK","BRANCH AVE NB","38.84072738886","-76.94700343907","(38.840727388858795,-76.9470034390688)"
"PP24080700000277","08/07/2024","THEFT FROM AUTO","118","A","A6","6700 BLOCK","25TH AVE","38.96966414154","-76.96865694225","(38.96966414153576,-76.96865694224834)"
"PP24080700000317","08/07/2024","AUTO, STOLEN","923","C","C2","4000 BLOCK","BELTSVILLE RD","39.05332539976","-76.93388010561","(39.05332539975643,-76.93388010561466)"
"PP24080700000319","08/07/2024","THEFT FROM AUTO","715","E","E4",,"IGNATIUS DIGGES DR / OLD MARLBORO PIKE","38.81710539758","-76.82331602275","(38.817105397582054,-76.82331602275372)"
"PP24080700000321","08/07/2024","THEFT FROM AUTO","111","A","A6","7900 BLOCK","KREEGER DR","38.98606830835","-76.97521860898","(38.986068308353424,-76.97521860897541)"
"PP24080700000370","08/07/2024","AUTO, STOLEN","428","K","K4","4400 BLOCK","RENA RD","38.82990063727","-76.8794182837","(38.82990063726902,-76.87941828370094)"
"PP24080700000371","08/07/2024","AUTO, STOLEN","511","J","J2","1400 BLOCK","SOUTHVIEW DR","38.82497939467","-76.98506110907","(38.8249793946743,-76.98506110906601)"
"PP24080700000379","08/07/2024","AUTO, STOLEN","515","J","J1","900 BLOCK","IRVINGTON ST","38.82301089168","-76.99359127879","(38.82301089167595,-76.99359127879143)"
"PP24080700000393","08/07/2024","AUTO, STOLEN","734","F","F6","8800 BLOCK","HEATHERMORE BLVD SB","38.76756480336","-76.78525836766","(38.76756480336189,-76.78525836765766)"
"PP24080700000406","08/07/2024","AUTO, STOLEN","656","J","J5","6200 BLOCK","OXON HILL RD SB","38.80398206413","-76.98834194243","(38.80398206412792,-76.98834194242954)"
"PP24080700000445","08/07/2024","AUTO, STOLEN","441","H","H2","5500 BLOCK","MARLBORO PIKE EB","38.86205281317","-76.91288277507","(38.86205281317234,-76.91288277506828)"
"PP24080700000469","08/07/2024","ACCIDENT WITH IMPOUND","3,130","G","G7",,"CENTRAL AVE WB / BRIGHTSEAT RD EB","38.89059606194","-76.85349969566","(38.89059606194496,-76.85349969565868)"
"PP24080700000478","08/07/2024","THEFT FROM AUTO","928","C","C2","3500 BLOCK","POWDER MILL RD WB","39.0431548059","-76.94700343907","(39.043154805898666,-76.9470034390688)"
"PP24080700000513","08/07/2024","THEFT FROM AUTO","807","D","D2","8700 BLOCK","ROSS ST","39.01034647226","-76.79444469512","(39.010346472263336,-76.79444469511509)"
"PP24080700000540","08/07/2024","ASSAULT","704","E","E5","15300 BLOCK","HALL RD","38.90306322277","-76.73965477943","(38.90306322276592,-76.7396547794342)"
"PP24080700000597","08/07/2024","ACCIDENT WITH IMPOUND","656","J","J5","6200 BLOCK","OXON HILL RD SB","38.80463822186","-76.98538920283","(38.80463822185993,-76.98538920283318)"
"PP24080700000630","08/07/2024","THEFT FROM AUTO","634","TRU","F4",,"SUMMIT CREEK DR / RAINTREE WAY","38.75083255768","-76.88696420193","(38.75083255767822,-76.88696420192719)"
"PP24080700000647","08/07/2024","ACCIDENT WITH IMPOUND","605","K","K6","5700 BLOCK","FISHER RD","38.80857522786","-76.95553360879","(38.808575227856636,-76.95553360879421)"
"PP24080700000653","08/07/2024","ACCIDENT","423","H","H4","2700 BLOCK","BROOKS DR","38.85319456458","-76.92042869329","(38.85319456458092,-76.92042869329453)"
"PP24080700000754","08/07/2024","THEFT FROM AUTO","714","H","H7","8400 BLOCK","WESTPHALIA RD","38.84105548263","-76.86137369275","(38.84105548262596,-76.86137369275093)"
"PP24080700000796","08/07/2024","ACCIDENT","111","A","A6","2000 BLOCK","UNIVERSITY BLVD WB","38.98409980536","-76.97849944234","(38.98409980535507,-76.97849944233894)"
"PP24080700000801","08/07/2024","THEFT","226","B","B5","6300 BLOCK","67T CT","38.96474289894","-76.90205602348","(38.96474289894104,-76.90205602347851)"
"PP24080700000852","08/07/2024","THEFT","939","C","C3","10600 BLOCK","BALTIMORE AVE SB","39.02937531471","-76.91616360843","(39.029375314712524,-76.91616360843182)"
"PP24080700000887","08/07/2024","THEFT","969","C","C6","8100 BLOCK","GORMAN AVE WB","39.10188172758","-76.86301411688","(39.101881727576256,-76.86301411688328)"
"PP24080700001054","08/07/2024","ACCIDENT WITH IMPOUND","3,130","G","G7",,"BRIGHTSEAT RD EB / CENTRAL AVE WB","38.89059606194","-76.85349969566","(38.89059606194496,-76.85349969565868)"
"PP24080700001087","08/07/2024","THEFT FROM AUTO","234","B","B4","6600 BLOCK","STANTON RD","38.95129147172","-76.90697728097","(38.95129147171974,-76.90697728097439)"
"PP24080700001135","08/07/2024","ACCIDENT","117","A","A6","6500 BLOCK","AGER RD NB","38.9709764719","-76.97784328461","(38.97097647190094,-76.97784328460693)"
"PP24080700001170","08/07/2024","ACCIDENT WITH IMPOUND","407","G","G7","9200 BLOCK","EAST HAMPTON DR","38.88337822258","-76.8462818563","(38.883378222584724,-76.84628185629845)"
"PP24080700001218","08/07/2024","THEFT FROM AUTO","642","W","W6","16300 BLOCK","CRAIN HWY SW","38.66618706286","-76.8754812777","(38.666187062859535,-76.87548127770424)"
